customer_id,age,gender,signup_date,tenure_days,recency_days,frequency,monetary,avg_order_value,num_categories_purchased,num_returns,return_rate,support_tickets,avg_satisfaction_score,email_open_rate,discount_usage_rate,preferred_channel,loyalty_member,churned
CUST-100994,48,Female,2022-05-20,1503,8,18,2130.97,117.36,2,0,0.0,1,3.7,0.511,0.222,Mobile App,1,0
CUST-100995,53,Male,2022-04-30,1523,17,6,131.83,23.69,2,0,0.0,2,2.3,0.359,0.298,Mobile App,0,0
CUST-100996,48,Female,2024-08-01,699,22,5,236.53,48.36,5,2,0.4,1,2.9,0.369,0.33,In-Store,1,0
CUST-100997,38,Female,2024-04-20,802,90,5,217.6,41.38,4,3,0.6,3,1.3,0.242,0.398,Mobile App,1,0
CUST-100998,72,Male,2024-03-04,849,78,5,321.26,58.79,1,6,1.0,3,1.9,0.344,0.565,Mobile App,0,1
CUST-100999,47,Male,2021-10-23,1712,37,17,1007.46,55.9,7,2,0.118,0,5.0,0.836,0.0,Mobile App,0,0
CUST-101000,64,Male,2021-07-24,1803,4,8,484.88,54.17,3,1,0.125,3,2.9,0.342,0.316,Website,0,0
CUST-101001,59,Female,2024-03-08,845,7,15,1022.5,74.06,5,4,0.267,0,3.5,0.758,0.396,Mobile App,0,0
CUST-101002,49,Male,2021-03-09,1940,12,9,689.85,73.11,4,1,0.111,1,2.2,0.519,0.592,In-Store,0,0
CUST-101003,68,Male,2023-05-05,1153,9,12,477.03,35.59,1,3,0.25,6,2.7,0.334,0.524,In-Store,0,0
CUST-101004,25,Female,2024-05-04,788,4,12,395.42,34.96,1,2,0.167,3,3.9,0.55,0.272,Website,1,0
CUST-101005,70,Male,2026-05-31,31,40,0,0.0,64.74,2,3,0.0,2,1.5,0.358,0.597,Mobile App,0,0
CUST-101006,66,Female,2023-02-14,1233,7,8,469.04,51.79,4,1,0.125,3,3.2,0.657,0.273,In-Store,0,0
CUST-101007,46,Female,2022-12-09,1300,12,15,884.24,56.51,4,2,0.133,1,5.0,0.719,0.0,Mobile App,1,0
CUST-101008,59,Female,2021-03-12,1937,11,6,262.82,48.71,6,3,0.5,2,3.4,0.75,0.154,Mobile App,1,0
CUST-101009,47,Male,2022-07-18,1444,3,6,211.36,37.95,2,2,0.333,3,2.3,0.539,0.306,Website,0,0
CUST-101010,33,Female,2026-04-04,88,21,6,399.17,63.12,6,2,0.333,1,2.2,0.257,0.473,Website,1,0
CUST-101011,63,Female,2023-05-11,1147,7,12,434.04,32.59,5,1,0.083,0,3.8,0.83,0.272,In-Store,0,0
CUST-101012,32,Female,2022-05-30,1493,65,12,1220.69,118.68,4,2,0.167,0,3.7,0.59,0.464,In-Store,0,0
CUST-101013,35,Female,2023-09-27,1008,47,5,534.43,112.76,3,3,0.6,3,2.1,0.233,0.428,Mobile App,1,0
CUST-101014,47,Female,2024-02-07,875,9,17,2075.12,132.67,8,1,0.059,0,3.7,0.651,0.022,Mobile App,0,0
CUST-101015,65,Male,2022-01-18,1625,22,13,678.48,53.44,1,2,0.154,2,2.6,0.627,0.246,In-Store,0,0
CUST-101016,39,Female,2023-02-13,1234,85,17,740.1,40.29,1,4,0.235,1,3.6,0.55,0.36,Mobile App,0,0
CUST-101017,46,Female,2022-09-28,1372,20,14,1292.59,92.25,5,0,0.0,1,3.1,0.588,0.179,Website,0,0
CUST-101018,20,Male,2023-11-30,944,53,19,940.88,49.25,5,3,0.158,1,3.4,0.642,0.046,Mobile App,0,0
CUST-101019,24,Female,2024-12-01,577,6,10,739.21,71.58,2,1,0.1,1,2.7,0.608,0.314,Mobile App,1,0
CUST-101020,21,Male,2023-08-14,1052,34,22,1576.64,71.33,5,1,0.045,0,4.1,0.73,0.0,Website,0,0
CUST-101021,22,Female,2021-03-30,1919,59,17,592.86,33.01,6,1,0.059,0,4.0,0.816,0.027,Website,1,0
CUST-101022,67,Female,2023-03-02,1217,20,12,660.42,62.39,2,4,0.333,1,1.8,0.501,0.448,In-Store,0,0
CUST-101023,65,Female,2022-08-08,1423,19,8,478.32,69.78,4,4,0.5,4,2.8,0.618,0.182,In-Store,0,0
CUST-101024,64,Female,2025-09-30,274,22,10,509.6,46.41,4,1,0.1,1,3.8,1.0,0.138,Website,0,0
CUST-101025,21,Female,2021-02-01,1976,43,8,196.19,24.68,1,2,0.25,1,1.3,0.349,0.423,Mobile App,1,0
CUST-101026,22,Male,2025-02-04,512,17,16,1403.15,93.34,3,1,0.062,1,3.1,0.834,0.215,Website,0,0
CUST-101027,33,Female,2021-03-06,1943,5,15,1735.53,117.31,2,5,0.333,1,4.2,0.54,0.144,Mobile App,1,0
CUST-101028,50,Male,2024-01-05,908,4,9,477.5,50.77,1,3,0.333,3,2.3,0.39,0.395,Mobile App,0,0
CUST-101029,37,Male,2021-06-17,1840,38,16,596.87,42.08,6,2,0.125,3,4.3,0.738,0.028,In-Store,0,0
CUST-101030,45,Female,2021-08-10,1786,10,3,68.98,22.83,1,2,0.667,2,1.0,0.092,0.805,Website,0,1
CUST-101031,27,Male,2022-05-05,1518,2,5,230.21,52.13,1,2,0.4,4,1.8,0.158,0.436,Mobile App,0,0
CUST-101032,59,Female,2021-06-22,1835,16,8,345.3,38.96,4,0,0.0,0,2.7,0.423,0.359,Website,1,0
CUST-101033,35,Female,2023-02-17,1230,19,7,162.52,22.79,4,3,0.429,4,1.1,0.201,0.519,Mobile App,0,0
CUST-101034,21,Female,2021-11-02,1702,36,20,1630.7,74.58,6,2,0.1,2,4.1,0.989,0.035,Mobile App,1,0
CUST-101035,60,Male,2025-06-27,369,1,14,955.85,64.03,3,1,0.071,1,4.1,0.817,0.025,Website,0,0
CUST-101036,69,Male,2026-01-14,168,64,7,280.28,36.58,1,1,0.143,3,1.9,0.344,0.631,Mobile App,0,0
CUST-101037,18,Female,2023-06-27,1100,19,15,1510.4,105.71,8,3,0.2,1,3.4,0.541,0.034,Website,0,0
CUST-101038,42,Male,2022-01-18,1625,24,1,42.31,47.44,1,1,1.0,2,1.2,0.097,0.316,Website,0,1
CUST-101039,65,Male,2022-04-16,1537,23,9,515.24,51.23,2,0,0.0,2,3.8,0.418,0.358,Mobile App,1,0
CUST-101040,58,Female,2023-07-28,1069,23,6,296.2,44.26,2,0,0.0,2,2.1,0.506,0.342,Mobile App,0,0
CUST-101041,66,Male,2023-08-10,1056,5,13,1155.09,79.69,5,2,0.154,3,2.2,0.293,0.254,Website,0,0
CUST-101042,41,Male,2023-02-16,1231,6,11,793.58,62.91,2,2,0.182,2,2.3,0.473,0.239,Website,0,1
CUST-101043,39,Male,2021-09-25,1740,25,17,334.59,19.13,5,1,0.059,2,3.9,0.816,0.013,In-Store,0,0
CUST-101044,58,Other,2021-11-16,1688,1,16,788.87,49.12,4,0,0.0,0,4.6,0.747,0.366,Website,0,0
CUST-101045,26,Female,2025-10-28,246,8,20,1546.66,71.0,3,2,0.1,0,4.4,0.899,0.269,Mobile App,0,0
CUST-101046,31,Female,2023-03-16,1203,6,16,322.42,22.82,4,1,0.062,0,3.3,0.898,0.01,Website,0,0
CUST-101047,52,Male,2024-05-12,780,4,15,1149.41,70.63,5,1,0.067,1,3.3,0.685,0.162,Mobile App,0,0
CUST-101048,56,Female,2022-02-08,1604,36,9,626.11,63.61,5,0,0.0,0,2.4,0.463,0.405,Mobile App,0,0
CUST-101049,24,Female,2023-09-09,1026,20,21,651.46,30.32,3,1,0.048,0,4.0,0.688,0.038,Mobile App,1,0
CUST-101050,46,Other,2021-01-26,1982,37,12,504.8,43.53,2,0,0.0,0,4.4,0.981,0.029,Mobile App,1,0
CUST-101051,38,Female,2024-02-01,881,35,16,438.01,26.15,7,3,0.188,1,3.0,0.672,0.156,Website,0,0
CUST-101052,46,Female,2022-10-03,1367,11,11,455.57,36.83,5,2,0.182,3,3.3,0.493,0.17,Website,0,0
CUST-101053,72,Male,2025-10-31,243,20,9,348.82,43.19,4,2,0.222,1,3.2,0.483,0.425,Mobile App,0,0
CUST-101054,22,Female,2021-05-22,1866,8,22,1378.64,66.43,2,3,0.136,1,4.2,0.348,0.082,Website,0,0
CUST-101055,74,Female,2025-08-03,332,23,5,383.82,73.01,1,4,0.8,2,2.0,0.475,0.377,Website,1,0
CUST-101056,43,Other,2024-05-17,775,3,14,839.58,54.52,4,3,0.214,2,2.5,0.291,0.443,Website,1,0
CUST-101057,62,Female,2021-11-24,1680,46,29,1282.36,42.29,7,1,0.034,3,4.3,0.601,0.414,Mobile App,1,0
CUST-101058,42,Female,2021-03-14,1935,42,12,857.22,69.54,8,0,0.0,1,3.8,0.954,0.167,Mobile App,0,0
CUST-101059,35,Female,2023-10-21,984,10,2,89.88,51.32,2,2,1.0,0,2.6,0.135,0.871,Mobile App,1,0
CUST-101060,61,Male,2023-10-21,984,8,11,619.81,57.49,2,0,0.0,0,4.4,0.757,0.077,Mobile App,0,0
CUST-101061,57,Female,2026-02-26,125,14,9,752.2,74.82,3,4,0.444,3,3.7,0.542,0.315,In-Store,0,0
CUST-101062,26,Male,2021-02-19,1958,2,13,840.95,67.49,8,1,0.077,1,5.0,0.762,0.31,Mobile App,0,0
CUST-101063,58,Female,2026-04-30,62,16,4,221.02,57.3,7,2,0.5,2,1.7,0.46,0.637,Mobile App,0,0
CUST-101064,60,Female,2026-04-11,81,25,8,481.47,62.87,8,3,0.375,1,4.1,0.527,0.2,Mobile App,0,0
CUST-101065,40,Male,2023-11-12,962,1,11,384.86,36.49,6,2,0.182,0,3.9,0.741,0.391,Website,1,0
CUST-101066,70,Male,2026-05-25,37,50,0,0.0,34.22,4,4,0.0,2,3.2,0.619,0.423,In-Store,0,0
CUST-101067,54,Other,2025-07-13,353,55,15,1890.49,116.48,3,2,0.133,0,3.2,0.58,0.094,Mobile App,0,0
CUST-101068,37,Female,2023-01-12,1266,91,5,164.55,33.36,4,2,0.4,2,1.4,0.003,0.459,Website,0,1
CUST-101069,18,Male,2022-08-12,1419,45,5,388.08,75.2,1,5,1.0,4,1.9,0.493,0.367,Mobile App,0,1
CUST-101070,56,Male,2024-10-22,617,12,10,412.84,42.01,4,3,0.3,2,4.1,0.521,0.178,Mobile App,0,0
CUST-101071,29,Female,2022-02-16,1596,6,13,956.97,66.19,2,2,0.154,4,2.9,0.496,0.388,Website,0,0
CUST-101072,61,Female,2023-02-20,1227,17,12,199.3,18.38,2,0,0.0,4,2.0,0.453,0.344,Website,1,0
CUST-101073,47,Male,2025-03-09,479,18,18,403.72,25.29,6,1,0.056,0,3.8,0.969,0.144,Mobile App,1,0
CUST-101074,44,Female,2022-07-29,1433,1,4,300.95,77.38,1,0,0.0,5,1.0,0.115,0.494,Mobile App,1,0
CUST-101075,27,Male,2023-03-23,1196,78,18,448.85,21.83,2,4,0.222,0,4.6,0.706,0.063,Website,0,0
CUST-101076,58,Other,2022-01-14,1629,60,9,350.57,36.75,4,4,0.444,1,3.2,0.411,0.645,Website,0,0
CUST-101077,27,Female,2025-08-01,334,45,13,1269.47,94.36,2,2,0.154,1,3.5,0.694,0.3,Website,0,0
CUST-101078,41,Female,2025-03-04,484,36,19,1342.29,73.05,9,4,0.211,1,4.2,0.795,0.315,Mobile App,0,0
CUST-101079,65,Female,2024-10-11,628,11,20,768.29,40.93,5,0,0.0,4,3.7,0.572,0.339,Website,0,0
CUST-101080,70,Female,2024-07-29,702,13,12,456.11,33.43,2,1,0.083,0,3.7,0.784,0.387,In-Store,0,0
CUST-101081,74,Female,2021-08-16,1780,1,16,1591.37,101.69,2,1,0.062,1,4.4,0.78,0.0,In-Store,1,0
CUST-101082,72,Male,2022-06-19,1473,29,6,221.96,34.79,2,0,0.0,2,2.9,0.53,0.328,Mobile App,0,0
CUST-101083,49,Female,2023-06-26,1101,3,12,738.52,56.3,6,1,0.083,3,2.6,0.766,0.193,Mobile App,0,0
CUST-101084,29,Male,2023-07-03,1094,1,4,377.98,90.23,2,3,0.75,3,1.3,0.3,0.405,Website,0,0
CUST-101085,65,Female,2021-08-21,1775,5,7,393.13,61.06,4,1,0.143,3,2.0,0.09,0.462,Mobile App,1,0
CUST-101086,63,Female,2024-01-03,910,22,9,761.43,90.35,3,5,0.556,3,2.6,0.361,0.354,Website,1,0
CUST-101087,74,Female,2025-03-15,473,18,7,240.77,40.14,5,1,0.143,1,4.6,0.718,0.0,Mobile App,1,0
CUST-101088,55,Male,2025-09-05,299,34,8,264.94,29.03,2,4,0.5,3,1.9,0.348,0.435,Mobile App,0,0
CUST-101089,26,Female,2024-08-20,680,34,15,1114.81,67.54,3,1,0.067,3,3.5,0.58,0.154,Website,1,0
CUST-101090,46,Female,2022-11-23,1316,6,11,911.07,85.28,4,1,0.091,0,4.4,0.68,0.249,Mobile App,0,0
CUST-101091,43,Male,2023-11-17,957,12,13,914.55,62.94,1,3,0.231,1,2.5,0.502,0.142,Mobile App,1,0
CUST-101092,66,Male,2024-02-22,860,90,5,140.2,31.29,4,1,0.2,1,2.2,0.312,0.334,Website,1,0
CUST-101093,40,Female,2023-10-30,975,36,13,1598.77,142.57,4,2,0.154,2,4.3,0.517,0.133,Mobile App,0,0
CUST-101094,36,Male,2021-02-27,1950,43,15,349.6,26.17,2,2,0.133,1,3.2,0.555,0.36,Mobile App,0,0
CUST-101095,22,Female,2021-01-13,1995,201,14,834.06,53.43,2,2,0.143,1,3.2,0.336,0.215,Mobile App,1,0
CUST-101096,65,Female,2025-07-19,347,67,14,1132.04,90.03,4,1,0.071,0,3.4,0.71,0.343,Mobile App,0,0
CUST-101097,61,Male,2025-10-19,255,66,10,443.23,50.92,6,0,0.0,1,4.8,0.724,0.137,Mobile App,0,0
CUST-101098,20,Female,2025-02-05,511,143,6,369.89,68.07,5,1,0.167,2,2.3,0.527,0.395,Mobile App,0,0
CUST-101099,42,Female,2021-10-27,1708,37,5,103.1,21.16,2,1,0.2,1,1.7,0.16,0.655,Mobile App,0,1
CUST-101100,45,Male,2023-12-09,935,22,7,466.61,66.73,5,1,0.143,0,3.2,0.413,0.174,In-Store,1,0
CUST-101101,44,Female,2021-10-04,1731,1,13,364.61,30.46,1,4,0.308,1,1.7,0.262,0.373,Website,1,0
CUST-101102,70,Male,2022-12-05,1304,34,11,646.68,53.85,5,1,0.091,2,4.5,0.724,0.211,Website,0,0
CUST-101103,26,Male,2023-06-08,1119,119,7,205.75,25.83,1,4,0.571,0,1.0,0.122,0.475,Website,0,0
CUST-101104,35,Male,2024-11-24,584,21,11,721.17,69.95,2,1,0.091,0,2.8,0.739,0.037,Website,0,0
CUST-101105,28,Male,2024-07-24,707,1,14,987.21,62.44,7,0,0.0,1,3.4,0.603,0.339,Website,0,0
CUST-101106,31,Male,2025-08-14,321,8,5,293.18,53.53,3,0,0.0,1,3.4,0.01,0.458,In-Store,1,0
CUST-101107,69,Other,2023-08-14,1052,1,15,1313.36,78.47,5,5,0.333,1,4.5,0.653,0.113,Website,0,0
CUST-101108,71,Female,2024-11-26,582,14,10,569.18,65.58,8,1,0.1,0,4.1,0.87,0.12,Website,0,0
CUST-101109,20,Female,2024-11-02,606,40,13,364.01,25.45,4,5,0.385,2,3.9,0.541,0.0,Mobile App,0,0
CUST-101110,54,Male,2026-03-16,107,51,10,793.54,77.36,5,0,0.0,0,2.8,0.603,0.319,Website,0,0
CUST-101111,31,Male,2022-02-08,1604,66,9,512.42,66.09,1,2,0.222,3,1.0,0.381,0.459,Mobile App,0,0
CUST-101112,28,Female,2021-05-08,1880,1,13,466.68,33.36,3,4,0.308,0,4.3,0.627,0.195,Website,0,0
CUST-101113,34,Male,2023-09-24,1011,14,4,183.84,49.82,2,3,0.75,3,2.0,0.352,0.276,Website,0,1
CUST-101114,29,Female,2023-07-12,1085,3,7,300.08,39.36,2,4,0.571,0,3.3,0.7,0.132,Mobile App,0,0
CUST-101115,45,Male,2021-06-04,1853,24,7,903.71,124.4,1,4,0.571,3,2.3,0.353,0.56,Mobile App,0,0
CUST-101116,74,Female,2023-08-29,1037,38,25,718.09,28.79,10,4,0.16,2,4.9,0.752,0.046,In-Store,1,0
CUST-101117,51,Female,2023-01-22,1256,4,5,172.6,40.28,4,4,0.8,1,2.2,0.135,0.411,Mobile App,0,0
CUST-101118,59,Female,2024-02-09,873,94,10,537.57,48.13,1,1,0.1,1,2.9,0.512,0.277,Website,0,0
CUST-101119,46,Female,2023-08-23,1043,26,9,423.91,52.67,7,1,0.111,2,4.9,0.729,0.25,Mobile App,0,0
CUST-101120,18,Female,2023-08-08,1058,4,10,449.89,40.94,4,5,0.5,2,2.3,0.645,0.095,Website,1,0
CUST-101121,22,Female,2022-08-01,1430,3,12,658.84,51.97,6,2,0.167,0,3.4,0.74,0.249,In-Store,0,0
CUST-101122,33,Female,2023-02-27,1220,2,7,384.3,63.04,1,1,0.143,2,1.2,0.104,0.619,Website,0,0
CUST-101123,31,Female,2023-09-13,1022,1,13,459.97,34.94,1,0,0.0,1,3.9,0.413,0.171,Mobile App,0,0
CUST-101124,65,Female,2026-01-03,179,109,14,653.04,40.97,3,1,0.071,4,3.2,0.59,0.253,Website,0,1
CUST-101125,66,Female,2021-07-16,1811,37,14,1741.81,110.41,3,4,0.286,4,2.5,0.481,0.47,Mobile App,1,0
CUST-101126,66,Female,2021-08-17,1779,30,17,205.0,13.49,6,0,0.0,2,3.1,0.913,0.268,Mobile App,0,0
CUST-101127,54,Female,2025-06-03,393,46,10,705.78,78.25,5,1,0.1,3,2.0,0.28,0.486,Website,0,0
CUST-101128,49,Female,2024-11-01,607,92,10,692.77,77.31,3,2,0.2,5,3.0,0.704,0.38,Website,0,0
CUST-101129,55,Female,2021-03-02,1947,360,2,53.69,24.93,2,1,0.5,3,2.2,0.143,0.574,Website,0,1
CUST-101130,41,Female,2024-09-07,662,2,8,859.57,119.62,2,4,0.5,2,1.9,0.592,0.327,Website,0,0
CUST-101131,56,Male,2022-01-13,1630,44,3,123.21,47.24,4,3,1.0,2,1.0,0.0,0.693,Mobile App,0,1
CUST-101132,63,Other,2022-03-07,1577,70,10,790.02,81.69,2,1,0.1,1,2.0,0.389,0.331,Mobile App,1,0
CUST-101133,61,Male,2021-10-10,1725,21,18,1110.4,54.11,5,1,0.056,0,3.8,0.827,0.0,Mobile App,1,0
CUST-101134,52,Male,2026-05-01,61,19,14,276.3,20.94,5,1,0.071,3,3.5,0.446,0.0,In-Store,1,0
CUST-101135,21,Male,2023-10-24,981,43,22,985.22,41.96,7,1,0.045,0,3.5,0.765,0.047,Mobile App,0,0
CUST-101136,59,Female,2023-05-14,1144,1,5,352.05,78.83,3,2,0.4,3,3.0,0.28,0.248,Website,0,0
CUST-101137,38,Male,2021-11-25,1679,89,12,994.52,79.97,2,1,0.083,1,2.8,0.454,0.183,Mobile App,1,0
CUST-101138,60,Male,2025-03-16,472,33,23,1300.51,55.2,6,0,0.0,0,4.2,0.833,0.0,Mobile App,0,0
CUST-101139,48,Male,2024-10-05,634,1,10,317.54,28.32,1,4,0.4,3,2.9,0.404,0.405,Mobile App,0,0
CUST-101140,68,Male,2025-06-12,384,80,19,1676.62,82.86,5,1,0.053,2,2.3,0.582,0.134,In-Store,1,0
CUST-101141,37,Female,2022-04-22,1531,28,9,278.45,34.91,2,3,0.333,3,2.6,0.334,0.493,Mobile App,0,0
CUST-101142,71,Male,2021-01-11,1997,38,16,837.46,53.88,7,2,0.125,1,3.8,0.945,0.311,Mobile App,0,0
CUST-101143,66,Male,2025-08-29,306,123,12,662.72,64.96,1,2,0.167,1,2.8,0.458,0.73,Mobile App,1,0
CUST-101144,36,Female,2025-02-27,489,1,16,1004.64,68.08,4,3,0.188,2,3.6,0.676,0.134,Mobile App,0,0
CUST-101145,45,Male,2024-10-05,634,3,10,728.44,63.82,4,1,0.1,0,2.1,0.361,0.39,Mobile App,0,0
CUST-101146,48,Female,2021-08-15,1781,4,15,479.7,32.41,3,5,0.333,0,4.0,0.738,0.043,In-Store,1,0
CUST-101147,61,Other,2024-01-05,908,2,7,311.89,40.13,2,2,0.286,1,2.2,0.098,0.251,In-Store,0,0
CUST-101148,57,Male,2024-11-23,585,61,4,109.68,31.99,3,4,1.0,3,1.0,0.18,0.479,Website,0,0
CUST-101149,66,Female,2024-09-05,664,15,11,866.98,70.75,1,4,0.364,3,3.5,0.546,0.249,Website,0,0
CUST-101150,39,Male,2023-03-11,1208,19,13,957.65,65.96,6,3,0.231,0,3.5,0.928,0.0,Mobile App,1,0
CUST-101151,46,Female,2024-04-30,792,63,8,288.45,34.47,2,4,0.5,4,2.4,0.433,0.425,Website,0,0
CUST-101152,42,Male,2025-08-29,306,243,15,1008.89,76.01,1,2,0.133,5,3.8,0.503,0.118,Mobile App,0,1
CUST-101153,69,Male,2021-12-29,1645,4,7,590.45,75.8,2,2,0.286,3,2.2,0.392,0.469,Mobile App,1,0
CUST-101154,35,Male,2024-02-21,861,16,15,1488.76,88.62,5,2,0.133,4,3.9,0.906,0.313,Mobile App,1,0
CUST-101155,51,Male,2025-01-12,535,12,15,885.1,64.82,6,0,0.0,0,2.9,0.771,0.0,In-Store,0,0
CUST-101156,24,Female,2022-06-27,1465,17,10,757.11,66.88,7,2,0.2,3,1.7,0.336,0.522,Mobile App,0,0
CUST-101157,66,Female,2022-05-25,1498,38,7,324.02,41.54,1,0,0.0,3,1.9,0.506,0.516,Mobile App,1,0
CUST-101158,39,Female,2025-07-31,335,22,9,380.71,46.41,1,4,0.444,1,2.9,0.332,0.317,Mobile App,1,0
CUST-101159,37,Female,2026-01-07,175,9,16,1306.3,84.33,5,3,0.188,1,4.6,0.555,0.0,Mobile App,0,0
CUST-101160,51,Female,2026-03-04,119,44,5,177.93,37.42,1,3,0.6,2,2.4,0.267,0.206,Website,0,0
CUST-101161,46,Female,2022-04-15,1538,10,12,396.87,33.09,3,4,0.333,2,2.1,0.575,0.52,Website,0,0
CUST-101162,66,Female,2023-01-16,1262,17,11,825.71,67.22,4,5,0.455,4,3.6,0.515,0.522,Website,0,0
CUST-101163,48,Female,2022-02-22,1590,10,0,0.0,19.57,1,3,0.0,4,1.0,0.156,0.81,Website,1,1
CUST-101164,47,Male,2023-01-14,1264,9,8,262.79,36.39,3,2,0.25,3,2.6,0.25,0.717,Mobile App,1,0
CUST-101165,23,Female,2024-04-01,821,9,7,642.15,90.35,2,0,0.0,1,2.2,0.355,0.583,Website,0,0
CUST-101166,19,Male,2023-03-28,1191,16,19,1910.57,99.54,2,1,0.053,1,5.0,0.691,0.18,In-Store,0,0
CUST-101167,40,Female,2022-07-09,1453,7,14,1104.44,80.08,6,2,0.143,0,2.8,0.559,0.358,Mobile App,1,0
CUST-101168,74,Female,2024-04-07,815,9,5,280.47,52.7,2,2,0.4,1,2.9,0.541,0.212,Mobile App,0,1
CUST-101169,70,Male,2021-06-25,1832,39,19,658.22,33.19,3,1,0.053,0,3.8,0.79,0.227,Website,0,0
CUST-101170,53,Female,2021-07-25,1802,87,1,23.76,25.48,2,3,1.0,5,1.5,0.057,0.613,Website,0,1
CUST-101171,53,Female,2022-02-05,1607,10,11,451.77,43.03,1,4,0.364,1,1.9,0.231,0.487,In-Store,1,0
CUST-101172,40,Male,2021-01-24,1984,28,6,172.1,25.69,3,2,0.333,0,4.2,0.569,0.303,Mobile App,0,0
CUST-101173,28,Female,2024-04-23,799,22,14,1553.84,117.11,6,1,0.071,2,3.4,0.64,0.0,Website,0,0
CUST-101174,18,Female,2025-10-20,254,1,5,206.38,41.98,3,4,0.8,2,2.1,0.254,0.15,Website,0,1
CUST-101175,37,Male,2023-10-22,983,1,11,558.19,44.44,2,4,0.364,1,2.7,0.207,0.414,Website,0,0
CUST-101176,36,Female,2022-05-24,1499,35,10,815.0,73.61,2,4,0.4,1,3.0,0.646,0.238,Mobile App,0,0
CUST-101177,28,Male,2022-03-19,1565,4,20,503.35,23.75,3,4,0.2,4,2.6,0.527,0.404,In-Store,0,0
CUST-101178,32,Female,2024-04-27,795,24,19,805.45,45.04,4,3,0.158,0,4.6,0.817,0.0,Mobile App,1,0
CUST-101179,19,Male,2024-11-02,606,12,14,735.62,50.59,3,4,0.286,2,3.6,0.667,0.435,Mobile App,0,0
CUST-101180,52,Male,2024-01-06,907,4,17,461.01,26.01,5,1,0.059,4,2.7,0.452,0.204,Website,1,0
CUST-101181,70,Male,2022-01-30,1613,43,14,437.48,32.1,7,1,0.071,0,4.4,0.753,0.368,Mobile App,1,0
CUST-101182,57,Male,2026-02-02,149,19,6,195.03,37.76,1,1,0.167,3,1.2,0.175,0.257,Mobile App,1,0
CUST-101183,43,Female,2024-08-24,676,11,7,548.4,81.61,2,0,0.0,0,2.2,0.274,0.456,In-Store,1,0
CUST-101184,41,Male,2025-03-06,482,23,10,982.39,98.0,4,1,0.1,3,3.5,0.413,0.085,Website,1,0
CUST-101185,35,Female,2022-01-26,1617,34,16,1144.67,63.03,4,5,0.312,1,3.9,0.856,0.247,In-Store,0,0
CUST-101186,26,Male,2023-11-19,955,9,12,625.05,48.76,5,1,0.083,4,2.2,0.335,0.563,Mobile App,0,0
CUST-101187,52,Male,2025-12-13,200,50,11,878.21,90.48,1,3,0.273,3,2.2,0.297,0.526,Mobile App,0,0
CUST-101188,50,Female,2025-01-02,545,2,11,788.68,76.24,2,3,0.273,5,1.0,0.101,0.358,Mobile App,0,1
CUST-101189,18,Male,2026-03-06,117,29,6,817.56,135.38,3,1,0.167,4,2.1,0.512,0.277,Mobile App,0,0
CUST-101190,41,Female,2023-11-08,966,29,4,86.87,22.04,4,2,0.5,0,1.1,0.299,0.195,Mobile App,0,0
CUST-101191,33,Male,2021-01-13,1995,38,12,525.53,51.43,1,2,0.167,2,1.5,0.225,0.134,In-Store,1,0
CUST-101192,27,Male,2023-05-11,1147,61,14,613.15,38.74,4,2,0.143,0,3.0,0.409,0.208,Mobile App,0,0
CUST-101193,58,Female,2021-09-23,1742,33,9,238.45,23.63,6,3,0.333,0,5.0,0.932,0.0,Website,1,0
CUST-101194,47,Male,2022-05-31,1492,180,12,699.27,51.7,4,4,0.333,1,3.6,0.579,0.0,Website,0,0
CUST-101195,54,Male,2021-08-27,1769,42,12,1505.78,128.23,3,1,0.083,1,3.4,0.653,0.236,Mobile App,0,0
CUST-101196,58,Female,2024-09-27,642,20,6,195.03,29.55,1,3,0.5,4,1.0,0.366,0.528,Mobile App,1,0
CUST-101197,73,Male,2021-04-14,1904,55,11,1886.82,161.43,2,1,0.091,1,2.2,0.413,0.32,Website,0,0
CUST-101198,63,Female,2025-02-16,500,27,15,1161.03,77.13,8,0,0.0,0,5.0,0.882,0.0,Mobile App,0,0
CUST-101199,53,Male,2024-01-20,893,64,3,241.8,92.31,3,0,0.0,2,2.1,0.308,0.269,Mobile App,1,1
CUST-101200,68,Female,2022-09-28,1372,2,19,1573.31,91.97,1,2,0.105,1,2.4,0.636,0.16,Website,0,0
CUST-101201,45,Male,2024-11-13,595,88,11,640.71,63.21,5,2,0.182,1,3.0,0.219,0.45,Mobile App,1,0
CUST-101202,74,Male,2024-12-28,550,17,19,887.47,41.75,3,4,0.211,3,3.4,0.788,0.105,Mobile App,0,0
CUST-101203,61,Female,2025-09-18,286,31,8,215.04,25.61,4,1,0.125,3,3.9,0.48,0.0,Website,0,1
CUST-101204,55,Female,2026-05-24,38,53,0,0.0,29.75,4,2,0.0,0,5.0,0.678,0.087,Mobile App,1,0
CUST-101205,69,Male,2023-09-18,1017,53,3,206.08,67.35,2,6,1.0,3,1.5,0.074,0.496,Website,0,1
CUST-101206,47,Male,2021-02-04,1973,25,1,37.28,42.58,1,0,0.0,6,1.4,0.241,0.312,Mobile App,0,1
CUST-101207,59,Female,2025-03-25,463,35,5,155.9,31.39,5,2,0.4,4,3.2,0.348,0.27,Website,1,0
CUST-101208,34,Female,2024-01-16,897,42,20,1025.43,58.03,2,3,0.15,2,5.0,0.781,0.0,Website,0,0
